,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score
0,Quarry,701.4848484848485,SURFSIFT,12.777777777777779,0.01821532967586793,0.981784670324132,0.01821532967586798
1,Quarry,698.0808080808081,SURFSIFT,8.11111111111111,0.011619157864274345,0.9883808421357257,0.011619157864274301
2,Quarry,683.8383838383838,SURFSIFT,1.4343434343434343,0.0020974889217134415,0.9979025110782865,0.0020974889217134527
3,Quarry,683.4242424242424,SURFSIFT,14.16161616161616,0.02072155958556881,0.9792784404144311,0.02072155958556884
4,Quarry,730.8080808080808,SURFSIFT,13.404040404040405,0.01834139599170698,0.981658604008293,0.018341395991707008
5,Quarry,709.7575757575758,SURFSIFT,39.92929292929293,0.056257649503315965,0.943742350496684,0.05625764950331599
6,Quarry,693.4747474747475,SURFSIFT,53.55555555555556,0.07722783814490052,0.9227721618550995,0.07722783814490052
7,Quarry,708.8888888888889,SURFSIFT,95.21212121212122,0.13431176973496722,0.8656882302650327,0.13431176973496725
8,Quarry,729.3030303030303,SURFSIFT,48.08080808080808,0.06592706472209527,0.9340729352779047,0.0659270647220953
9,Quarry,738.6767676767677,SURFSIFT,63.656565656565654,0.08617648265394029,0.9138235173460596,0.08617648265394035
10,Quarry,709.0,SURFSIFT,101.95959595959596,0.14380761066233563,0.8561923893376644,0.14380761066233563
11,Quarry,726.8585858585859,SURFSIFT,73.83838383838383,0.10158562514765351,0.8984143748523465,0.10158562514765349
12,Quarry,710.5959595959596,SURFSIFT,48.464646464646464,0.0682028173819102,0.9317971826180899,0.06820281738191017
13,Quarry,727.4646464646464,SURFSIFT,9.666666666666666,0.013288160068870715,0.9867118399311293,0.013288160068870698
14,Quarry,794.8787878787879,SURFSIFT,1.606060606060606,0.0020205100834890014,0.997979489916511,0.0020205100834890127
15,Quarry,725.7171717171717,SURFSIFT,0.8181818181818182,0.0011274114077332073,0.9988725885922667,0.0011274114077332606
16,Quarry,776.3838383838383,SURFSIFT,14.474747474747474,0.0186438031797247,0.9813561968202753,0.018643803179724697
17,Quarry,755.1111111111111,SURFSIFT,25.656565656565657,0.033977205843009256,0.9660227941569907,0.0339772058430093
18,Quarry,778.6666666666666,SURFSIFT,48.62626262626262,0.06244811124948111,0.937551888750519,0.06244811124948107
19,Quarry,735.040404040404,SURFSIFT,61.78787878787879,0.08406052027649137,0.9159394797235086,0.08406052027649137
20,Quarry,737.6666666666666,SURFSIFT,74.3030303030303,0.10072710840898821,0.8992728915910119,0.10072710840898816
21,Quarry,736.5858585858585,SURFSIFT,63.19191919191919,0.08579029648117166,0.9142097035188284,0.08579029648117166
22,Quarry,737.2424242424242,SURFSIFT,59.06060606060606,0.08011015660323072,0.9198898433967694,0.08011015660323066
23,Quarry,738.060606060606,SURFSIFT,58.37373737373738,0.07909071002353972,0.9209092899764603,0.07909071002353972
24,Quarry,724.7474747474747,SURFSIFT,37.24242424242424,0.05138675958188153,0.9486132404181185,0.05138675958188154
25,Quarry,751.1717171717172,SURFSIFT,12.333333333333334,0.016418793534679826,0.9835812064653201,0.01641879353467986
26,Quarry,769.6969696969697,SURFSIFT,7.141414141414141,0.009278215223097111,0.990721784776903,0.009278215223097066
